"-","Denmark","-","-","-","Germany","-","-","-","Netherlands","-","-","-","Ireland","-","-","-","Northern Ireland","-","-","-","Great Britain","-","-"
"Week ended","Weekly","Cumulative","% change on previous year","nan","Weekly","Cumulative","% change on previous year","nan","Weekly","Cumulative","% change on previous year","nan","Weekly","Cumulative","% change on previous year","nan","Weekly","Cumulative","% change on previous year","nan","Weekly","Cumulative","% change on previous year"
"2014-09-28 00:00:00","331,400","11,876,500","-2.9959243014546786","nan","1,045,689","37,527,625","-1.4024620519958404","nan","295,000","10,801,000","3.398430021060676","nan","58,284","2,121,949","2.7949564346248224","nan","30,278","1,183,334","-0.3773311691373067","nan","172,686","6,347,127","1.356670291608225"
"2014-10-05 00:00:00","329,000","12,205,500","-2.82632060825604","nan","920,121","38,447,746","-1.3327430230396828","nan","298,000","11,099,000","3.516135049431071","nan","56,896","2,178,845","2.975100371237687","nan","32,544","1,215,878","-0.2973339980844685","nan","181,159","6,528,286","1.3909401806309774"
"2014-10-12 00:00:00","315,900","12,521,400","-2.778877734038346","nan","1,077,224","39,524,970","-1.2159383736944562","nan","299,000","11,398,000","3.65587486358676","nan","58,361","2,237,206","3.0814697133336466","nan","32,849","1,248,727","-0.2535344248466913","nan","169,568","6,697,855","1.2659431565173094"
"2014-10-19 00:00:00","317,900","12,839,300","-2.6706388914157486","nan","1,069,640","40,594,610","-1.0940089584179304","nan","288,000","11,686,000","3.626851112884637","nan","60,628","2,297,834","3.4883684271919293","nan","31,753","1,280,480","-0.22293373312315623","nan","167,285","6,865,140","1.2445550215663985"
"2014-10-26 00:00:00","317,600","13,156,900","-2.6417244466808256","nan","1,057,657","41,652,267","-1.0076186712047814","nan","285,000","11,971,000","3.5284960650350286","nan","60,080","2,357,914","3.5811478949373026","nan","31,691","1,312,171","-0.16616515325007697","nan","174,735","7,039,875","1.3625935487831242"
"2014-11-02 00:00:00","327,300","13,484,200","-2.5236205388446677","nan","1,023,936","42,676,203","-0.9082285600417634","nan","302,000","12,273,000","3.613338961587175","nan","48,910","2,406,824","3.619008913091861","nan","31,805","1,343,976","-0.05725988402271298","nan","176,782","7,216,658","1.3962491023611534"
"2014-11-09 00:00:00","310,800","13,795,000","-2.5604803107893304","nan","1,048,812","43,725,015","-0.8886449117109123","nan","295,000","12,568,000","3.687814536754402","nan","62,386","2,469,210","3.898972838346708","nan","32,795","1,376,771","-0.011329576658752671","nan","180,237","7,396,895","1.3496871378242474"
"2014-11-16 00:00:00","319,600","14,114,600","-2.5914244898240923","nan","1,058,453","44,783,468","-0.7141245368810019","nan","300,000","12,868,000","3.790934021616394","nan","61,530","2,530,740","4.092647449570961","nan","32,391","1,409,162","0.13067362645249148","nan","183,501","7,580,397","1.4085821717775957"
"2014-11-23 00:00:00","348,700","14,463,300","-2.464140484331054","nan","1,070,986","45,854,454","-0.6193877487549315","nan","312,000","13,180,000","3.8858674233467383","nan","62,835","2,593,575","4.373457432273909","nan","33,102","1,442,264","0.21380126418594614","nan","185,230","7,765,628","1.5246001725782037"
"2014-11-30 00:00:00","322,500","14,785,800","-2.5846449819147352","nan","1,099,041","46,953,495","-0.4251941261981358","nan","315,000","13,495,000","3.9596333102226424","nan","64,246","2,657,821","4.564768033916209","nan","33,200","1,475,464","0.29958050571798367","nan","187,883","7,953,512","1.7153009200466869"
"2014-12-06 00:00:00","352,500","15,138,300","-2.4311172698269417","nan","1,101,584","48,055,079","-0.3507510934441882","nan","322,000","13,817,000","4.012345679012341","nan","65,538","2,723,359","4.731123001891291","nan","33,120","1,508,584","0.2701193736208296","nan","191,726","8,145,238","1.7715933236127341"
"2014-12-13 00:00:00","360,800","15,499,100","-2.4109054275280215","nan","1,109,175","49,164,254","-0.38661076858858223","nan","336,000","14,153,000","4.165746669610655","nan","67,601","2,790,960","4.936957965209004","nan","33,459","1,542,043","0.22410055927647932","nan","201,575","8,346,813","1.8378785247289926"
"2014-12-20 00:00:00","326,000","15,825,100","-2.3931265458178927","nan","1,132,718","50,296,972","-0.18523996129017917","nan","139,000","14,292,000","4.260285964400353","nan","64,427","2,855,387","5.0123257831552195","nan","31,078","1,573,121","0.2562615512077002","nan","203,166","8,549,980","2.056595536375312"
"2014-12-27 00:00:00","118,700","15,943,800","-2.437860263611995","nan","587,543","50,884,515","-0.22282572121437738","nan","183,000","14,475,000","4.249189773136493","nan","16,017","2,871,404","5.130842206199546","nan","11,974","1,585,095","0.11330757701787775","nan","91,825","8,641,806","2.0725009776951566"
"2015-01-03 00:00:00","195,000","195,000","-0.5609382967873557","nan","718,788","718,788","-7.084834978464215","nan","302,000","302,000","3.4246575342465633","nan","43,407","43,407","-3.730399875801197","nan","26,417","26,417","0.09472567444679214","nan","123,195","123,195","13.629348278639526"
"2015-01-10 00:00:00","333,400","528,400","-1.893798737467506","nan","1,074,889","1,793,677","-1.0201069109125456","nan","305,000","607,000","4.655172413793096","nan","59,924","103,331","2.878335324571893","nan","33,263","59,680","0.9369820383587637","nan","174,631","297,826","8.363449544051548"
"2015-01-17 00:00:00","343,800","872,200","0.7159353348729809","nan","1,077,528","2,871,205","0.9061221850396919","nan","305,000","912,000","4.467353951890047","nan","59,916","163,247","3.993553236759297","nan","33,729","93,409","1.5535986083931306","nan","166,289","464,116","3.953765103230438"
"2015-01-24 00:00:00","334,300","1,206,500","0.8779264214046805","nan","1,057,176","3,928,381","2.2232440085632135","nan","293,000","1,205,000","4.058721934369601","nan","59,507","222,754","4.380382932063782","nan","33,600","127,009","1.6738980771386025","nan","166,140","630,257","3.254613751582042"
"2015-01-31 00:00:00","351,800","1,558,300","2.4590702873298795","nan","995,384","4,923,765","2.0497771337069253","nan","285,000","1,490,000","3.2571032571032674","nan","60,010","282,764","5.312868949232595","nan","33,633","160,642","2.203220532004906","nan","164,642","794,899","1.455139062079212"
"2015-02-07 00:00:00","344,300","1,902,600","3.4021739130434696","nan","990,652","5,914,417","1.5838160256837313","nan","292,000","1,782,000","3.6046511627907023","nan","60,110","342,874","5.7463252755657805","nan","32,859","193,501","3.1955799454959504","nan","176,985","971,885","2.2486096556380915"
"2015-02-14 00:00:00","326,000","2,228,600","4.125589870578892","nan","988,580","6,902,997","1.3643592890130662","nan","264,000","2,046,000","2.91750503018109","nan","59,284","402,158","6.178928330979133","nan","33,844","227,345","3.66849065207478","nan","172,981","1,144,866","2.8765601780800836"
"2015-02-21 00:00:00","324,000","2,552,600","3.937456736837831","nan","983,328","7,886,325","1.1756988706275848","nan","293,000","2,339,000","3.085059497576026","nan","59,181","461,339","6.565969222524572","nan","32,822","260,167","4.857002369859259","nan","167,518","1,312,385","2.7214655058433834"
"2015-02-28 00:00:00","328,600","2,881,200","3.8607115821347406","nan","999,539","8,885,864","1.1996429827861164","nan","303,000","2,642,000","3.933910306845007","nan","59,515","520,854","7.078186931565881","nan","32,115","292,282","4.181785777936199","nan","168,224","1,480,609","2.5967060623530926"
"2015-03-07 00:00:00","311,900","3,193,100","2.9500902759865824","nan","1,022,048","9,907,912","1.2990584768015623","nan","300,000","2,942,000","4.289259127968805","nan","59,642","580,496","7.541080790677853","nan","31,184","323,466","3.7242025063171127","nan","169,228","1,649,838","2.4118900224132034"
"2015-03-14 00:00:00","320,000","3,513,100","2.214140238580157","nan","1,045,298","10,953,210","1.9716088107813619","nan","293,000","3,235,000","4.489664082687341","nan","60,807","641,303","7.5529921998031","nan","32,745","356,211","3.329533290981715","nan","168,865","1,818,704","2.474620922714138"
"2015-03-21 00:00:00","332,700","3,845,800","1.786517746076271","nan","1,032,126","11,985,336","2.200214712495878","nan","292,000","3,527,000","4.534676941315951","nan","49,432","690,735","7.4629025181792485","nan","26,414","382,625","3.270374728750795","nan","173,686","1,992,390","2.762135843134672"
"2015-03-28 00:00:00","334,300","4,180,100","2.050731183320707","nan","1,075,246","13,060,582","2.4050149562681042","nan","301,000","3,828,000","5.10708401976936","nan","60,156","750,891","7.483574526559877","nan","33,514","416,139","3.414521407856384","nan","176,407","2,168,798","3.302806392319553"
"2015-04-04 00:00:00","158,400","4,338,500","-1.985812398337245","nan","907,663","13,968,245","1.6086369900162367","nan","238,000","4,066,000","3.6187563710499546","nan","60,915","811,806","8.056959093595424","nan","28,068","444,207","3.2854581853947167","nan","157,717","2,326,515","3.0206006144177735"
