"","","","","","","January","January","February","February","March","March","April","April","May","May","June","June","July","July","August","August","September","September","October","October","November","November","December","December","Total","Total","","","","","",""
"Latvia","1","0405102000","BUTTER, OQT","2018-2018","MT","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","4,887","0.7","0","0.0","0","0.0","0","0.0","0","0.0","18,566","2.4","23,453","3.1","","","US","LG","0405102000",""
"Brazil","1","0405204000","BUT SUB<45% NQT","2017-2017","MT","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","8,501","1.0","8,501","1.0","","","US","BR","0405204000",""
"Brazil","1","0405204000","BUT SUB<45% NQT","2018-2018","MT","8,501","0.7","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","9,240","1.0","17,741","1.7","","","US","BR","0405204000",""
"Brazil","2","0405102000","BUTTER, OQT","2015-2015","MT","0","0.0","3,429","0.6","0","0.0","2,355","0.4","2,278","0.5","0","0.0","2,653","0.6","0","0.0","3,466","0.8","0","0.0","0","0.0","3,923","0.8","18,104","3.7","","","US","BR","0405102000",""
"Brazil","2","0405102000","BUTTER, OQT","2016-2016","MT","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","5,962","1.1","0","0.0","0","0.0","5,962","1.1","","","US","BR","0405102000",""
"Brazil","2","0405102000","BUTTER, OQT","2017-2017","MT","2,050","0.3","0","0.0","2,993","0.5","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","4,502","0.7","0","0.0","0","0.0","0","0.0","9,545","1.5","","","US","BR","0405102000",""
"Brazil","2","0405102000","BUTTER, OQT","2018-2018","MT","4,020","0.6","5,997","0.9","8,100","1.1","26,252","5.0","0","0.0","0","0.0","3,362","0.5","0","0.0","2,993","0.4","8,441","1.0","2,700","0.4","8,259","1.1","70,124","10.9","206","214","US","BR","0405102000",""
"Brazil","3","0405208000","DAI SPD OTH NQ","2018-2018","MT","0","0.0","0","0.0","6,912","0.9","3,917","0.5","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","10,829","1.4","","","US","BR","0405208000",""
"Portugal","1","0405102000","BUTTER, OQT","2015-2015","MT","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","7,324","1.2","0","0.0","7,381","1.1","5,001","1.0","6,405","1.0","9,226","1.4","14,872","2.6","50,209","8.3","61","90","US","PO","0405102000",""
"Portugal","1","0405102000","BUTTER, OQT","2016-2016","MT","0","0.0","8,384","1.2","11,651","1.9","0","0.0","6,598","1.0","0","0.0","8,523","1.2","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","35,156","5.5","","","US","PO","0405102000",""
"Portugal","1","0405102000","BUTTER, OQT","2017-2017","MT","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","10,914","2.4","23,174","4.2","16,392","2.7","50,480","9.3","-29","-37","US","PO","0405102000",""
"Portugal","1","0405102000","BUTTER, OQT","2018-2018","MT","0","0.0","0","0.0","0","0.0","47,532","11.1","9,900","1.5","8,052","1.2","12,374","2.2","9,896","1.2","0","0.0","8,051","1.3","10,557","1.7","12,376","1.8","118,738","22.0","17","4","US","PO","0405102000",""
"Portugal","2","0405101000","BUTTER, QT","2015-2015","MT","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","6,945","1.2","0","0.0","0","0.0","0","0.0","0","0.0","8,785","1.5","0","0.0","15,730","2.8","","","US","PO","0405101000",""
"Portugal","2","0405101000","BUTTER, QT","2016-2016","MT","0","0.0","0","0.0","0","0.0","2,551","0.5","0","0.0","8,765","1.1","0","0.0","0","0.0","0","0.0","5,639","1.1","14,533","2.5","2,429","0.5","33,917","5.6","-83","-80","US","PO","0405101000",""
"Portugal","2","0405101000","BUTTER, QT","2017-2017","MT","0","0.0","0","0.0","6,195","1.3","0","0.0","0","0.0","8,783","1.7","0","0.0","2,792","0.5","0","0.0","0","0.0","7,846","1.4","0","0.0","25,616","5.0","","","US","PO","0405101000",""
"Portugal","2","0405101000","BUTTER, QT","2018-2018","MT","0","0.0","0","0.0","0","0.0","12,370","2.0","0","0.0","0","0.0","5,345","1.0","0","0.0","0","0.0","0","0.0","10,857","2.1","0","0.0","28,572","5.1","","","US","PO","0405101000",""
"Croatia","1","0405208000","DAI SPD OTH NQ","2015-2015","MT","0","0.0","0","0.0","0","0.0","0","0.0","26,021","4.9","0","0.0","0","0.0","0","0.0","10,055","2.5","0","0.0","29,156","5.9","0","0.0","65,232","13.3","","","US","HR","0405208000",""
"Croatia","1","0405208000","DAI SPD OTH NQ","2016-2016","MT","0","0.0","0","0.0","0","0.0","21,571","4.8","0","0.0","0","0.0","16,847","4.1","0","0.0","0","0.0","0","0.0","14,165","3.1","21,505","5.3","74,088","17.3","52","71","US","HR","0405208000",""
"Croatia","1","0405208000","DAI SPD OTH NQ","2017-2017","MT","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","13,025","3.3","0","0.0","22,301","4.9","0","0.0","0","0.0","0","0.0","25,740","5.8","61,066","14.0","","","US","HR","0405208000",""
"Croatia","1","0405208000","DAI SPD OTH NQ","2018-2018","MT","0","0.0","6,869","1.3","0","0.0","0","0.0","0","0.0","0","0.0","7,739","2.0","0","0.0","0","0.0","0","0.0","17,998","3.6","12,138","2.6","44,744","9.5","-33","-29","US","HR","0405208000",""
"Belarus","1","0405102000","BUTTER, OQT","2018-2018","MT","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","6,684","1.1","0","0.0","0","0.0","11,975","2.1","18,659","3.2","","","US","BO","0405102000",""
"Philippines","1","0405102000","BUTTER, OQT","2015-2015","MT","0","0.0","0","0.0","0","0.0","2,165","0.3","0","0.0","4,420","0.5","0","0.0","0","0.0","4,511","0.5","0","0.0","4,150","0.5","0","0.0","15,246","1.8","","","US","RP","0405102000",""
"Philippines","1","0405102000","BUTTER, OQT","2016-2016","MT","0","0.0","0","0.0","0","0.0","0","0.0","4,150","0.5","0","0.0","4,150","0.5","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","8,300","1.1","","","US","RP","0405102000",""
"Philippines","1","0405102000","BUTTER, OQT","2017-2017","MT","2,030","0.3","0","0.0","0","0.0","0","0.0","0","0.0","4,150","0.5","0","0.0","0","0.0","2,490","0.3","2,075","0.3","4,150","0.5","4,150","0.5","19,045","2.4","","-2","US","RP","0405102000",""
"Philippines","1","0405102000","BUTTER, OQT","2018-2018","MT","4,150","0.5","0","0.0","5,936","0.7","5,088","0.6","0","0.0","5,936","0.7","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","2,800","0.6","23,910","3.2","","","US","RP","0405102000",""
"Philippines","2","0405208000","DAI SPD OTH NQ","2018-2018","MT","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","5,142","4.2","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","2,660","2.3","7,802","6.5","","","US","RP","0405208000",""
"Philippines","3","0405902020","AMF, OQT","2015-2015","MT","0","0.0","0","0.0","3,150","1.1","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","3,150","1.1","","","US","RP","0405902020",""
"Philippines","3","0405902020","AMF, OQT","2016-2016","MT","0","0.0","0","0.0","3,340","1.2","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","3,340","1.2","","","US","RP","0405902020",""
"Philippines","3","0405902020","AMF, OQT","2017-2017","MT","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","5,000","1.4","0","0.0","0","0.0","0","0.0","5,000","1.4","","","US","RP","0405902020",""
"Other Pacific Islands, NEC(*)","1","0405902020","AMF, OQT","2015-2015","MT","4,224","0.4","4,224","0.4","6,325","1.0","0","0.0","7,315","0.9","0","0.0","7,769","1.2","7,769","1.2","30,787","5.0","0","0.0","0","0.0","5,281","0.9","73,694","11.0","","","US","Z7","0405902020",""
"Other Pacific Islands, NEC(*)","1","0405902020","AMF, OQT","2016-2016","MT","0","0.0","0","0.0","0","0.0","0","0.0","20,500","2.0","4,201","0.4","9,735","1.3","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","34,436","3.6","","","US","Z7","0405902020",""
"Other Pacific Islands, NEC(*)","1","0405902020","AMF, OQT","2017-2017","MT","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","7,090","1.1","7,090","1.1","","","US","Z7","0405902020",""
"Other Pacific Islands, NEC(*)","1","0405902020","AMF, OQT","2018-2018","MT","0","0.0","7,386","1.3","9,786","1.5","23,959","3.4","0","0.0","0","0.0","4,699","0.4","0","0.0","0","0.0","18,225","4.3","7,900","0.6","5,435","0.3","77,390","11.7","-31","-42","US","Z7","0405902020",""
"Other Pacific Islands, NEC(*)","2","0405902040","OMLK-FAT,OQT","2015-2015","MT","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","4,320","0.4","0","0.0","0","0.0","42,450","5.4","0","0.0","0","0.0","46,770","5.8","","","US","Z7","0405902040",""
"Other Pacific Islands, NEC(*)","2","0405902040","OMLK-FAT,OQT","2017-2017","MT","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","5,879","0.7","0","0.0","0","0.0","11,109","1.0","0","0.0","16,988","1.7","","","US","Z7","0405902040",""
"Other Pacific Islands, NEC(*)","2","0405902040","OMLK-FAT,OQT","2018-2018","MT","0","0.0","0","0.0","13,244","1.2","13,131","1.2","3,500","0.4","0","0.0","0","0.0","7,187","0.7","0","0.0","20,760","2.5","0","0.0","0","0.0","57,822","6.0","","","US","Z7","0405902040",""
"Venezuela","1","0405102000","BUTTER, OQT","2018-2018","MT","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","4,517","1.3","2,048","0.4","4,740","0.9","11,305","2.7","131","131","US","VE","0405102000",""
"Greece","1","0405101000","BUTTER, QT","2017-2017","MT","0","0.0","0","0.0","0","0.0","5,450","0.6","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","2,619","0.3","0","0.0","8,069","0.9","","","US","GR","0405101000",""
"Greece","1","0405101000","BUTTER, QT","2018-2018","MT","5,500","0.6","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","3,679","0.4","9,179","1.0","","","US","GR","0405101000",""
"Greece","2","0405100500","BUTTER, NQT","2015-2015","MT","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","2,655","0.2","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","2,655","0.2","","","US","GR","0405100500",""
"Greece","3","0405102000","BUTTER, OQT","2015-2015","MT","0","0.0","0","0.0","8,970","1.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","3,296","0.4","2,840","0.3","15,106","1.7","-14","-21","US","GR","0405102000",""
"Greece","3","0405102000","BUTTER, OQT","2016-2016","MT","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","2,026","0.2","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","2,026","0.2","","","US","GR","0405102000",""
"Greece","3","0405102000","BUTTER, OQT","2017-2017","MT","0","0.0","2,978","0.3","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","2,978","0.3","","","US","GR","0405102000",""
"Greece","3","0405102000","BUTTER, OQT","2018-2018","MT","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","7,066","0.9","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","7,066","0.9","","","US","GR","0405102000",""
"Syria","1","0405902040","OMLK-FAT,OQT","2018-2018","MT","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","2,229","0.7","2,229","0.7","","","US","SY","0405902040",""
"Syria","2","0405102000","BUTTER, OQT","2018-2018","MT","0","0.0","2,120","0.1","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","2,120","0.1","","","US","SY","0405102000",""
"United Arab Emirates","1","0405900520","AMF, NQT","2015-2015","MT","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","20,846","2.9","0","0.0","0","0.0","20,846","2.9","","","US","AE","0405900520",""
"United Arab Emirates","1","0405900520","AMF, NQT","2016-2016","MT","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","17,732","2.7","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","17,732","2.7","","","US","AE","0405900520",""
"United Arab Emirates","2","0405902020","AMF, OQT","2018-2018","MT","0","0.0","3,145","0.2","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","3,145","0.2","","","US","AE","0405902020",""
"Argentina","1","0405101000","BUTTER, QT","2015-2015","MT","0","0.0","0","0.0","6,500","1.0","128,000","40.0","140,001","40.0","0","0.0","0","0.0","0","0.0","0","0.0","61,728","20.0","61,728","20.0","0","0.0","397,957","121.0","","","US","AR","0405101000",""
"Argentina","1","0405101000","BUTTER, QT","2016-2016","MT","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","5,040","0.7","0","0.0","5,040","0.7","","","US","AR","0405101000",""
"Argentina","1","0405101000","BUTTER, QT","2017-2017","MT","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","5,400","0.6","0","0.0","0","0.0","0","0.0","10,200","1.0","0","0.0","0","0.0","15,600","1.6","","","US","AR","0405101000",""
"Argentina","1","0405101000","BUTTER, QT","2018-2018","MT","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","10,200","1.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","10,200","1.0","","","US","AR","0405101000",""
"Argentina","2","0405102000","BUTTER, OQT","2016-2016","MT","0","0.0","3,250","0.5","0","0.0","0","0.0","7,200","1.0","0","0.0","0","0.0","0","0.0","119,429","20.1","0","0.0","0","0.0","0","0.0","129,879","21.6","","","US","AR","0405102000",""
"Argentina","2","0405102000","BUTTER, OQT","2018-2018","MT","2,550","0.2","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","2,550","0.2","","","US","AR","0405102000",""
"Argentina","3","0405901040","OMLK-FAT, QT","2017-2017","MT","62,073","93.3","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","4,500","1.0","0","0.0","66,573","94.3","","","US","AR","0405901040",""
"Argentina","4","0405902020","AMF, OQT","2015-2015","MT","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","93,069","18.5","0","0.0","0","0.0","0","0.0","0","0.0","58,331","13.9","0","0.0","151,400","32.4","","","US","AR","0405902020",""
"Argentina","4","0405902020","AMF, OQT","2016-2016","MT","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","61,421","13.5","0","0.0","0","0.0","0","0.0","61,421","13.5","","","US","AR","0405902020",""
"Argentina","5","0405902040","OMLK-FAT,OQT","2016-2016","MT","59,353","13.2","0","0.0","0","0.0","60,158","13.4","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","119,511","26.6","","","US","AR","0405902040",""
"Argentina","5","0405902040","OMLK-FAT,OQT","2018-2018","MT","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","63,488","14.1","0","0.0","63,488","14.1","","","US","AR","0405902040",""
"Austria","1","0405208000","DAI SPD OTH NQ","2017-2017","MT","0","0.0","0","0.0","0","0.0","46,570","7.1","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","46,570","7.1","","","US","AU","0405208000",""
"Austria","1","0405208000","DAI SPD OTH NQ","2018-2018","MT","0","0.0","0","0.0","46,880","7.1","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","46,880","7.1","","","US","AU","0405208000",""
"Belgium-Luxembourg(*)","1","0405101000","BUTTER, QT","2015-2015","MT","15,077","3.0","61,501","13.0","21,495","4.7","24,469","5.4","0","0.0","13,944","3.0","54,310","11.8","0","0.0","35,737","7.8","7,219","1.5","184,038","48.0","10,031","2.1","427,821","100.2","-95","-96","US","BE","0405101000",""
"Belgium-Luxembourg(*)","1","0405101000","BUTTER, QT","2016-2016","MT","0","0.0","0","0.0","53,316","11.1","0","0.0","0","0.0","145,094","48.2","33,035","6.9","0","0.0","53,515","11.0","44,057","9.2","47,618","10.5","0","0.0","376,635","97.0","","","US","BE","0405101000",""
"Belgium-Luxembourg(*)","1","0405101000","BUTTER, QT","2017-2017","MT","0","0.0","50,788","10.8","0","0.0","58,919","12.5","0","0.0","0","0.0","57,929","11.0","0","0.0","0","0.0","0","0.0","70,453","10.8","64,171","9.6","302,260","54.6","-9","-11","US","BE","0405101000",""
"Belgium-Luxembourg(*)","1","0405101000","BUTTER, QT","2018-2018","MT","0","0.0","84,398","12.0","25,346","3.6","20,634","3.0","0","0.0","44,253","6.6","0","0.0","70,496","10.8","0","0.0","32,118","4.8","50,162","7.8","0","0.0","327,407","48.6","","","US","BE","0405101000",""
"Belgium-Luxembourg(*)","2","0405102000","BUTTER, OQT","2015-2015","MT","26,323","2.4","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","26,323","2.4","","","US","BE","0405102000",""
"Belgium-Luxembourg(*)","2","0405102000","BUTTER, OQT","2017-2017","MT","0","0.0","0","0.0","0","0.0","2,308","0.6","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","2,308","0.6","","","US","BE","0405102000",""
"Belgium-Luxembourg(*)","3","0405204000","BUT SUB<45% NQT","2015-2015","MT","102,756","16.2","205,951","32.5","90,986","16.2","90,699","16.1","275,198","48.4","90,241","16.2","275,930","47.9","91,222","16.2","91,241","16.2","185,095","32.4","91,462","16.2","91,241","16.2","1,682,022","290.6","","0","US","BE","0405204000",""
"Belgium-Luxembourg(*)","3","0405204000","BUT SUB<45% NQT","2016-2016","MT","0","0.0","276,788","48.1","91,222","16.2","182,444","32.4","91,222","16.2","91,222","16.2","181,447","32.2","91,222","16.2","87,894","15.6","182,444","32.4","87,085","15.4","97,653","16.2","1,460,643","257.2","12","5","US","BE","0405204000",""
"Belgium-Luxembourg(*)","3","0405204000","BUT SUB<45% NQT","2017-2017","MT","94,163","15.6","97,330","16.2","97,329","16.2","97,329","16.2","97,329","16.2","97,329","16.2","97,329","16.2","0","0.0","98,944","16.2","98,744","16.2","197,996","32.4","0","0.0","1,073,822","177.6","","","US","BE","0405204000",""
"Belgium-Luxembourg(*)","3","0405204000","BUT SUB<45% NQT","2018-2018","MT","0","0.0","0","0.0","100,985","15.6","105,038","16.2","194,329","30.9","0","0.0","275,648","45.3","99,663","16.1","41,475","6.8","285,746","48.6","97,426","16.2","0","0.0","1,200,310","195.7","","","US","BE","0405204000",""
"Belgium-Luxembourg(*)","4","0405901020","AMF, QT","2016-2016","MT","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","130,323","20.0","130,323","20.0","","","US","BE","0405901020",""
"Belgium-Luxembourg(*)","4","0405901020","AMF, QT","2017-2017","MT","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","44,044","15.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","44,044","15.0","","","US","BE","0405901020",""
"Belgium-Luxembourg(*)","4","0405901020","AMF, QT","2018-2018","MT","0","0.0","99,962","34.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","99,962","34.0","","","US","BE","0405901020",""
"Belgium-Luxembourg(*)","5","0405902020","AMF, OQT","2016-2016","MT","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","2,925","0.5","2,925","0.5","","","US","BE","0405902020",""
"Bosnia and Herzegovina","1","0405203000","BUT LITE>45% OQT","2017-2017","MT","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","28,631","4.6","0","0.0","0","0.0","0","0.0","0","0.0","28,631","4.6","","","US","BK","0405203000",""
"Bosnia and Herzegovina","2","0405902040","OMLK-FAT,OQT","2018-2018","MT","0","0.0","0","0.0","0","0.0","34,312","5.5","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","34,312","5.5","","","US","BK","0405902040",""
"Sri Lanka","1","0405902020","AMF, OQT","2018-2018","MT","0","0.0","0","0.0","0","0.0","6,480","0.6","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","6,480","0.6","","","US","CE","0405902020",""
"China","1","0405101000","BUTTER, QT","2017-2017","MT","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","92,943","17.2","0","0.0","0","0.0","0","0.0","0","0.0","92,943","17.2","","","US","CH","0405101000",""
"Chile","1","0405102000","BUTTER, OQT","2015-2015","MT","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","335,056","105.0","525,898","157.5","255,459","72.0","1,061,111","307.5","2,177,524","642.0","315","327","US","CI","0405102000",""
"Chile","1","0405102000","BUTTER, OQT","2016-2016","MT","800,037","232.5","551,257","165.0","718,593","210.0","79,614","22.5","0","0.0","178,500","52.5","181,125","52.5","181,125","52.5","178,500","52.5","0","0.0","399,000","105.0","519,483","132.0","3,787,234","1,077.0","30","26","US","CI","0405102000",""
"Chile","1","0405102000","BUTTER, OQT","2017-2017","MT","846,031","222.9","1,109,385","290.0","255,443","65.0","683,155","180.0","1,012,443","248.4","686,263","175.0","90,125","17.5","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","4,682,845","1,198.8","","","US","CI","0405102000",""
"Chile","1","0405102000","BUTTER, OQT","2018-2018","MT","0","0.0","0","0.0","432,155","90.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","432,155","90.0","","","US","CI","0405102000",""
"Chile","2","0405902020","AMF, OQT","2015-2015","MT","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","386,802","104.4","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","386,802","104.4","","","US","CI","0405902020",""
"Chile","2","0405902020","AMF, OQT","2017-2017","MT","0","0.0","79,920","24.3","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","79,920","24.3","","","US","CI","0405902020",""
"Costa Rica","1","0405100500","BUTTER, NQT","2015-2015","MT","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","182,400","76.0","294,500","95.0","294,500","95.0","299,250","95.0","1,070,650","361.0","2","0","US","CS","0405100500",""
"Costa Rica","1","0405100500","BUTTER, NQT","2016-2016","MT","299,250","95.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","299,250","95.0","","","US","CS","0405100500",""
"Costa Rica","2","0405102000","BUTTER, OQT","2015-2015","MT","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","111,151","35.5","111,151","35.5","","","US","CS","0405102000",""
"Costa Rica","2","0405102000","BUTTER, OQT","2016-2016","MT","0","0.0","0","0.0","105,000","37.5","126,350","38.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","231,350","75.5","","","US","CS","0405102000",""
"Costa Rica","2","0405102000","BUTTER, OQT","2017-2017","MT","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","79,250","15.8","0","0.0","0","0.0","0","0.0","0","0.0","79,250","15.8","","","US","CS","0405102000",""
"Egypt","1","0405102000","BUTTER, OQT","2015-2015","MT","0","0.0","0","0.0","0","0.0","0","0.0","2,319","0.3","13,070","3.9","0","0.0","0","0.0","0","0.0","3,100","0.3","0","0.0","0","0.0","18,489","4.5","","","US","EG","0405102000",""
"Egypt","2","0405902020","AMF, OQT","2016-2016","MT","2,488","0.3","0","0.0","0","0.0","0","0.0","2,650","0.4","13,750","2.7","3,300","0.2","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","22,188","3.7","","","US","EG","0405902020",""
"Egypt","2","0405902020","AMF, OQT","2017-2017","MT","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","4,500","0.7","4,500","0.7","","","US","EG","0405902020",""
"Egypt","2","0405902020","AMF, OQT","2018-2018","MT","12,450","4.2","0","0.0","9,500","0.4","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","7,200","0.9","0","0.0","29,150","5.5","","","US","EG","0405902020",""
"Egypt","3","0405902040","OMLK-FAT,OQT","2018-2018","MT","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","3,100","1.6","0","0.0","8,250","0.2","0","0.0","0","0.0","11,350","1.9","","","US","EG","0405902040",""
"El Salvador","1","0405204000","BUT SUB<45% NQT","2016-2016","MT","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","2,352","0.4","0","0.0","0","0.0","0","0.0","2,208","0.6","4,560","1.0","","","US","ES","0405204000",""
"El Salvador","1","0405204000","BUT SUB<45% NQT","2017-2017","MT","0","0.0","0","0.0","2,316","0.6","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","2,429","0.7","0","0.0","0","0.0","4,745","1.4","","","US","ES","0405204000",""
"Ethiopia(*)","1","0405902040","OMLK-FAT,OQT","2015-2015","MT","0","0.0","3,088","0.2","0","0.0","5,200","0.4","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","3,850","0.3","12,138","0.9","","","US","ET","0405902040",""
"Ethiopia(*)","1","0405902040","OMLK-FAT,OQT","2016-2016","MT","0","0.0","0","0.0","0","0.0","0","0.0","3,182","0.2","0","0.0","0","0.0","0","0.0","2,025","0.1","0","0.0","0","0.0","0","0.0","5,207","0.4","","","US","ET","0405902040",""
"Czech Republic","1","0405101000","BUTTER, QT","2015-2015","MT","0","0.0","0","0.0","0","0.0","41,457","10.0","0","0.0","0","0.0","0","0.0","0","0.0","76,093","20.0","0","0.0","0","0.0","0","0.0","117,550","30.0","","","US","EZ","0405101000",""
"Iceland","1","0405101000","BUTTER, QT","2016-2016","MT","0","0.0","0","0.0","0","0.0","62,464","12.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","62,464","12.0","","","US","IC","0405101000",""
